Lab,Num,gGSP,RMSD,TM-score,INF_all,lDDT,Target,Type
ts439,4,30.027,26.535,0.23,0.609,0.477,CR1189,RNA-binding protein
ts439,5,26.247,28.416,0.206,0.621,0.508,CR1189,RNA-binding protein
ts444,1,28.154,24.891,0.253,0.708,0.524,CR1189,RNA-binding protein
ts444,2,29.878,22.452,0.26,0.7,0.542,CR1189,RNA-binding protein
ts444,3,29.628,26.39,0.288,0.672,0.533,CR1189,RNA-binding protein
ts444,4,29.832,27.586,0.27,0.672,0.526,CR1189,RNA-binding protein
ts444,5,27.976,24.909,0.251,0.679,0.523,CR1189,RNA-binding protein
ts470,1,30.149,26.43,0.192,0.5,0.011,CR1189,RNA-binding protein
ts470,2,28.82,30.287,0.232,0.565,0.005,CR1189,RNA-binding protein
ts470,3,28.794,26.598,0.236,0.577,0.032,CR1189,RNA-binding protein
ts470,4,29.303,24.298,0.208,0.571,0.021,CR1189,RNA-binding protein
ts470,5,29.236,23.354,0.214,0.557,0.01,CR1189,RNA-binding protein
ts489,1,30.149,26.43,0.192,0.5,0.011,CR1189,RNA-binding protein
ts489,2,28.82,30.287,0.232,0.565,0.005,CR1189,RNA-binding protein
ts489,3,28.794,26.598,0.236,0.577,0.032,CR1189,RNA-binding protein
ts489,4,29.303,24.298,0.208,0.571,0.021,CR1189,RNA-binding protein
ts489,5,29.236,23.354,0.214,0.557,0.01,CR1189,RNA-binding protein
ts494,1,29.413,22.375,0.254,0.716,0.539,CR1189,RNA-binding protein
ts494,2,29.571,22.373,0.254,0.704,0.542,CR1189,RNA-binding protein
ts494,3,29.472,22.364,0.255,0.696,0.532,CR1189,RNA-binding protein
ts494,4,29.463,22.368,0.255,0.704,0.54,CR1189,RNA-binding protein
ts494,5,29.953,26.476,0.281,0.606,0.518,CR1189,RNA-binding protein
ts029,1,7.815,29.009,0.26,0.294,0.313,CR1190,RNA-binding protein
ts029,2,9.42,30.14,0.209,0.345,0.336,CR1190,RNA-binding protein
ts029,3,6.816,29.534,0.216,0.378,0.311,CR1190,RNA-binding protein
ts035,1,27.226,27.927,0.264,0.685,0.573,CR1190,RNA-binding protein
ts035,2,27.226,27.927,0.264,0.685,0.573,CR1190,RNA-binding protein
ts035,3,27.226,27.927,0.264,0.685,0.573,CR1190,RNA-binding protein
ts035,4,22.411,27.182,0.274,0.537,0.476,CR1190,RNA-binding protein
ts035,5,28.118,25.092,0.254,0.69,0.578,CR1190,RNA-binding protein
ts054,1,22.663,29.473,0.226,0.66,0.528,CR1190,RNA-binding protein
ts054,2,22.663,29.473,0.226,0.66,0.528,CR1190,RNA-binding protein
ts054,3,22.663,29.473,0.226,0.66,0.528,CR1190,RNA-binding protein
ts054,4,22.663,29.473,0.226,0.66,0.528,CR1190,RNA-binding protein
ts054,5,27.042,29.488,0.225,0.679,0.551,CR1190,RNA-binding protein
ts076,1,24.472,27.562,0.265,0.624,0.545,CR1190,RNA-binding protein
ts076,2,23.853,27.501,0.249,0.626,0.53,CR1190,RNA-binding protein
ts076,3,24.568,29.837,0.256,0.628,0.486,CR1190,RNA-binding protein
ts076,4,22.911,27.318,0.242,0.62,0.508,CR1190,RNA-binding protein
ts076,5,30.432,26.44,0.257,0.671,0.54,CR1190,RNA-binding protein
ts081,1,34.227,23.811,0.248,0.709,0.581,CR1190,RNA-binding protein
ts081,2,36.259,23.542,0.259,0.698,0.576,CR1190,RNA-binding protein
ts081,3,34.29,22.432,0.307,0.727,0.578,CR1190,RNA-binding protein
ts081,4,35.67,25.509,0.237,0.713,0.585,CR1190,RNA-binding protein
ts081,5,33.699,23.672,0.27,0.735,0.591,CR1190,RNA-binding protein
ts097,1,16.977,29.597,0.165,0.402,0.376,CR1190,RNA-binding protein
ts119,1,24.413,20.684,0.245,0.65,0.534,CR1190,RNA-binding protein
ts119,2,23.33,23.635,0.226,0.6,0.522,CR1190,RNA-binding protein
ts119,3,34.215,27.15,0.247,0.658,0.579,CR1190,RNA-binding protein
ts119,4,30.141,27.381,0.249,0.661,0.555,CR1190,RNA-binding protein
ts119,5,35.748,20.9,0.246,0.654,0.576,CR1190,RNA-binding protein
ts125,1,22.663,29.473,0.226,0.66,0.528,CR1190,RNA-binding protein
ts125,2,22.663,29.473,0.226,0.66,0.528,CR1190,RNA-binding protein
ts125,3,22.663,29.473,0.226,0.66,0.528,CR1190,RNA-binding protein
ts125,4,22.663,29.473,0.226,0.66,0.528,CR1190,RNA-binding protein
ts125,5,22.663,29.473,0.226,0.66,0.528,CR1190,RNA-binding protein
ts131,1,30.592,24.84,0.211,0.7,0.553,CR1190,RNA-binding protein
ts131,2,31.469,26.981,0.264,0.69,0.556,CR1190,RNA-binding protein
ts131,3,32.558,26.074,0.264,0.675,0.568,CR1190,RNA-binding protein
ts131,4,33.035,27.547,0.232,0.653,0.554,CR1190,RNA-binding protein
ts131,5,32.367,22.297,0.271,0.687,0.566,CR1190,RNA-binding protein
ts147,1,23.544,29.132,0.236,0.522,0.469,CR1190,RNA-binding protein
ts147,2,24.808,22.057,0.214,0.599,0.486,CR1190,RNA-binding protein
ts147,4,29.966,20.778,0.271,0.647,0.539,CR1190,RNA-binding protein
ts147,5,27.546,23.052,0.239,0.55,0.486,CR1190,RNA-binding protein
ts177,1,15.08,24.913,0.234,0.562,0.04,CR1190,RNA-binding protein
ts177,2,12.909,28.711,0.137,0.446,0.01,CR1190,RNA-binding protein
ts177,3,16.721,24.798,0.232,0.551,0.019,CR1190,RNA-binding protein
ts185,1,26.252,26.504,0.241,0.656,0.505,CR1190,RNA-binding protein
ts185,2,25.399,27.051,0.204,0.593,0.502,CR1190,RNA-binding protein
ts185,3,24.029,23.935,0.195,0.631,0.493,CR1190,RNA-binding protein
ts185,4,23.087,22.245,0.222,0.671,0.503,CR1190,RNA-binding protein
ts185,5,23.837,32.182,0.192,0.653,0.503,CR1190,RNA-binding protein
ts227,1,23.406,29.801,0.231,0.521,0.45,CR1190,RNA-binding protein
ts227,2,25.225,20.1,0.261,0.554,0.502,CR1190,RNA-binding protein
ts227,3,27.736,22.828,0.236,0.652,0.516,CR1190,RNA-binding protein
ts227,4,28.48,32.726,0.241,0.604,0.518,CR1190,RNA-binding protein
ts229,1,27.827,22.577,0.237,0.665,0.57,CR1190,RNA-binding protein
ts229,2,27.292,16.18,0.22,0.703,0.564,CR1190,RNA-binding protein
ts229,3,27.832,15.959,0.241,0.741,0.588,CR1190,RNA-binding protein
ts229,4,33.696,27.003,0.267,0.658,0.524,CR1190,RNA-binding protein
ts229,5,31.095,28.912,0.241,0.632,0.563,CR1190,RNA-binding protein
ts232,1,28.059,23.936,0.257,0.639,0.559,CR1190,RNA-binding protein
ts232,2,27.979,24.013,0.266,0.632,0.556,CR1190,RNA-binding protein
ts232,3,27.465,23.595,0.269,0.643,0.554,CR1190,RNA-binding protein
ts232,4,28.809,21.932,0.256,0.633,0.547,CR1190,RNA-binding protein
ts232,5,28.255,22.872,0.274,0.67,0.579,CR1190,RNA-binding protein
ts235,1,27.917,28.287,0.212,0.651,0.051,CR1190,RNA-binding protein
ts235,2,27.349,26.613,0.201,0.656,0.03,CR1190,RNA-binding protein
ts235,3,24.746,30.059,0.252,0.553,0.041,CR1190,RNA-binding protein
ts235,4,28.479,25.935,0.25,0.706,0.054,CR1190,RNA-binding protein
ts235,5,24.978,19.93,0.257,0.604,0.043,CR1190,RNA-binding protein
ts238,2,26.972,23.286,0.265,0.605,0.06,CR1190,RNA-binding protein
ts239,1,27.827,22.577,0.237,0.665,0.57,CR1190,RNA-binding protein
ts239,2,27.292,16.18,0.22,0.703,0.564,CR1190,RNA-binding protein
ts239,3,27.832,15.959,0.241,0.741,0.588,CR1190,RNA-binding protein
ts239,4,33.696,27.003,0.267,0.658,0.524,CR1190,RNA-binding protein
ts239,5,31.095,28.912,0.241,0.632,0.563,CR1190,RNA-binding protein
ts245,1,10.259,21.775,0.226,0.454,0.403,CR1190,RNA-binding protein
ts245,2,11.221,29.454,0.14,0.491,0.391,CR1190,RNA-binding protein
ts245,3,11.273,32.058,0.181,0.408,0.383,CR1190,RNA-binding protein
ts245,4,13.194,26.807,0.186,0.497,0.391,CR1190,RNA-binding protein
ts245,5,8.589,28.972,0.137,0.46,0.394,CR1190,RNA-binding protein
ts257,1,25.984,22.872,0.18,0.612,0.49,CR1190,RNA-binding protein
ts257,2,26.946,24.191,0.245,0.642,0.489,CR1190,RNA-binding protein
ts257,3,30.017,24.375,0.229,0.664,0.511,CR1190,RNA-binding protein
ts257,4,29.312,25.9,0.227,0.638,0.504,CR1190,RNA-binding protein
ts257,5,29.457,27.071,0.243,0.67,0.49,CR1190,RNA-binding protein
ts287,1,33.075,18.811,0.274,0.708,0.595,CR1190,RNA-binding protein
ts287,2,34.568,20.232,0.268,0.698,0.581,CR1190,RNA-binding protein
ts287,3,32.504,19.594,0.246,0.735,0.588,CR1190,RNA-binding protein
ts287,4,33.841,27.699,0.252,0.752,0.585,CR1190,RNA-binding protein
ts287,5,34.094,19.498,0.244,0.724,0.571,CR1190,RNA-binding protein
ts385,1,10.259,21.775,0.226,0.454,0.403,CR1190,RNA-binding protein
ts392,1,27.698,22.626,0.267,0.649,0.54,CR1190,RNA-binding protein
ts392,2,27.638,22.78,0.261,0.684,0.544,CR1190,RNA-binding protein
ts392,3,26.709,21.853,0.225,0.638,0.522,CR1190,RNA-binding protein
ts392,4,27.266,23.222,0.247,0.667,0.519,CR1190,RNA-binding protein
ts392,5,25.669,22.493,0.267,0.663,0.533,CR1190,RNA-binding protein
ts434,1,25.386,24.838,0.266,0.585,0.496,CR1190,RNA-binding protein
ts434,2,24.15,27.129,0.206,0.561,0.449,CR1190,RNA-binding protein
ts434,3,23.959,23.656,0.202,0.579,0.484,CR1190,RNA-binding protein
ts434,4,23.869,26.611,0.242,0.564,0.492,CR1190,RNA-binding protein
ts434,5,26.116,21.325,0.274,0.625,0.511,CR1190,RNA-binding protein
ts439,1,27.827,22.577,0.237,0.665,0.57,CR1190,RNA-binding protein
ts439,2,27.292,16.18,0.22,0.703,0.564,CR1190,RNA-binding protein
ts439,3,27.832,15.959,0.241,0.741,0.588,CR1190,RNA-binding protein
ts439,4,33.696,27.003,0.267,0.658,0.524,CR1190,RNA-binding protein
ts439,5,31.095,28.912,0.241,0.632,0.563,CR1190,RNA-binding protein
ts444,1,31.527,24.807,0.213,0.737,0.565,CR1190,RNA-binding protein
ts444,2,32.22,27.016,0.27,0.725,0.578,CR1190,RNA-binding protein
ts444,3,33.619,26.088,0.263,0.729,0.58,CR1190,RNA-binding protein
ts444,4,33.417,27.569,0.248,0.698,0.582,CR1190,RNA-binding protein
ts444,5,33.124,22.289,0.273,0.725,0.582,CR1190,RNA-binding protein
ts470,1,32.902,28.116,0.261,0.595,0.014,CR1190,RNA-binding protein
ts470,2,32.05,26.526,0.214,0.634,0.014,CR1190,RNA-binding protein
ts470,3,30.299,30.166,0.25,0.598,0.012,CR1190,RNA-binding protein
ts470,4,29.272,24.457,0.218,0.602,0.011,CR1190,RNA-binding protein
ts470,5,31.571,25.031,0.222,0.663,0.004,CR1190,RNA-binding protein
ts489,1,32.902,28.116,0.261,0.595,0.014,CR1190,RNA-binding protein
ts489,2,32.05,26.526,0.214,0.634,0.014,CR1190,RNA-binding protein
ts489,3,30.299,30.166,0.25,0.598,0.012,CR1190,RNA-binding protein
ts489,4,29.272,24.457,0.218,0.602,0.011,CR1190,RNA-binding protein
ts489,5,31.571,25.031,0.222,0.663,0.004,CR1190,RNA-binding protein
ts494,1,31.704,27.117,0.263,0.644,0.553,CR1190,RNA-binding protein
ts494,2,31.963,26.027,0.258,0.647,0.558,CR1190,RNA-binding protein
ts494,3,32.282,26.058,0.258,0.639,0.557,CR1190,RNA-binding protein
ts494,4,32.37,22.335,0.27,0.683,0.574,CR1190,RNA-binding protein
ts494,5,32.432,22.333,0.27,0.693,0.574,CR1190,RNA-binding protein
santalucia,1,54.582,5.749,0.0,0.813,0.315,PZ1,Regulatory element
bujnicki,1,72.38,5.699,0.259,0.871,0.728,PZ1,Regulatory element
bujnicki,2,69.892,6.131,0.241,0.785,0.166,PZ1,Regulatory element
bujnicki,3,84.368,5.282,0.217,0.801,0.129,PZ1,Regulatory element
bujnicki,4,89.503,4.944,0.224,0.716,0.252,PZ1,Regulatory element
bujnicki,5,70.332,5.111,0.223,0.783,0.215,PZ1,Regulatory element
chen,1,99.874,4.336,0.264,0.824,0.641,PZ1,Regulatory element
das,2,99.786,4.452,0.243,0.883,0.759,PZ1,Regulatory element
das,5,97.374,4.563,0.28,0.871,0.686,PZ1,Regulatory element
dokholyan,1,43.462,7.176,0.171,0.833,0.544,PZ1,Regulatory element
major,1,99.736,4.319,0.192,0.888,0.067,PZ1,Regulatory element
bujnicki,10,71.728,10.397,0.546,0.818,0.647,PZ10,Riboswitch
bujnicki,1,72.317,10.177,0.553,0.823,0.678,PZ10,Riboswitch
bujnicki,2,72.956,10.39,0.555,0.812,0.674,PZ10,Riboswitch
bujnicki,3,71.453,10.375,0.546,0.817,0.673,PZ10,Riboswitch
bujnicki,4,58.018,9.339,0.539,0.739,0.605,PZ10,Riboswitch
bujnicki,5,73.113,10.274,0.56,0.824,0.657,PZ10,Riboswitch
bujnicki,6,72.813,10.361,0.553,0.805,0.638,PZ10,Riboswitch
bujnicki,7,73.145,10.248,0.545,0.791,0.676,PZ10,Riboswitch
bujnicki,8,73.344,10.193,0.553,0.822,0.67,PZ10,Riboswitch
bujnicki,9,71.987,10.359,0.546,0.81,0.661,PZ10,Riboswitch
chen,1,50.847,11.304,0.482,0.697,0.464,PZ10,Riboswitch
das,1,64.283,7.58,0.244,0.832,0.638,PZ10,Riboswitch
das,2,58.399,10.447,0.235,0.826,0.649,PZ10,Riboswitch
das,3,75.859,6.803,0.202,0.817,0.649,PZ10,Riboswitch
das,4,74.407,7.062,0.205,0.831,0.65,PZ10,Riboswitch
das,5,71.393,10.417,0.27,0.84,0.668,PZ10,Riboswitch
dokholyan,10,28.33,13.202,0.199,0.671,0.442,PZ10,Riboswitch
dokholyan,1,24.719,13.157,0.187,0.694,0.433,PZ10,Riboswitch
dokholyan,2,18.654,13.889,0.236,0.657,0.405,PZ10,Riboswitch
dokholyan,3,28.268,12.496,0.23,0.707,0.431,PZ10,Riboswitch
dokholyan,4,27.072,13.367,0.225,0.684,0.432,PZ10,Riboswitch
dokholyan,5,21.628,16.75,0.186,0.625,0.399,PZ10,Riboswitch
dokholyan,6,18.495,17.442,0.178,0.669,0.425,PZ10,Riboswitch
dokholyan,7,19.935,16.264,0.214,0.668,0.387,PZ10,Riboswitch
dokholyan,8,17.264,15.586,0.164,0.652,0.384,PZ10,Riboswitch
dokholyan,9,20.274,16.681,0.185,0.655,0.426,PZ10,Riboswitch
bujnicki,10,4.392,12.227,0.231,0.78,0.067,PZ10tBox,Riboswitch
bujnicki,1,4.532,11.959,0.26,0.78,0.072,PZ10tBox,Riboswitch
bujnicki,2,4.495,12.254,0.245,0.767,0.072,PZ10tBox,Riboswitch
bujnicki,3,4.47,12.185,0.252,0.769,0.07,PZ10tBox,Riboswitch
bujnicki,4,4.486,10.807,0.207,0.646,0.072,PZ10tBox,Riboswitch
bujnicki,5,4.478,12.122,0.245,0.795,0.073,PZ10tBox,Riboswitch
bujnicki,6,4.51,12.226,0.215,0.761,0.07,PZ10tBox,Riboswitch
bujnicki,7,4.487,12.133,0.245,0.739,0.069,PZ10tBox,Riboswitch
bujnicki,8,4.486,11.94,0.244,0.787,0.074,PZ10tBox,Riboswitch
bujnicki,9,4.439,12.222,0.255,0.761,0.07,PZ10tBox,Riboswitch
chen,1,4.337,13.367,0.231,0.697,0.067,PZ10tBox,Riboswitch
das,1,4.185,8.217,0.244,0.806,,PZ10tBox,Riboswitch
das,2,4.192,9.682,0.235,0.799,,PZ10tBox,Riboswitch
das,3,4.211,6.557,0.202,0.795,,PZ10tBox,Riboswitch
das,4,4.16,6.021,0.205,0.804,,PZ10tBox,Riboswitch
das,5,4.166,9.677,0.27,0.813,,PZ10tBox,Riboswitch
dokholyan,10,4.305,13.628,0.199,0.641,,PZ10tBox,Riboswitch
dokholyan,1,4.275,14.609,0.187,0.672,,PZ10tBox,Riboswitch
dokholyan,2,4.165,12.584,0.236,0.639,,PZ10tBox,Riboswitch
dokholyan,3,4.445,13.273,0.23,0.676,,PZ10tBox,Riboswitch
dokholyan,4,4.515,14.353,0.225,0.625,,PZ10tBox,Riboswitch
dokholyan,5,4.353,16.368,0.186,0.588,,PZ10tBox,Riboswitch
dokholyan,6,4.283,18.458,0.178,0.646,,PZ10tBox,Riboswitch
dokholyan,7,4.187,17.162,0.214,0.646,,PZ10tBox,Riboswitch
dokholyan,8,4.345,13.802,0.164,0.587,,PZ10tBox,Riboswitch
dokholyan,9,4.41,13.918,0.185,0.599,,PZ10tBox,Riboswitch
bujnicki,10,4.392,2.582,0.546,0.894,,PZ10tRNA,Riboswitch
bujnicki,1,4.532,2.583,0.553,0.881,,PZ10tRNA,Riboswitch
bujnicki,2,4.495,2.511,0.555,0.888,,PZ10tRNA,Riboswitch
bujnicki,3,4.47,2.608,0.546,0.888,,PZ10tRNA,Riboswitch
bujnicki,4,4.486,2.567,0.539,0.873,,PZ10tRNA,Riboswitch
bujnicki,5,4.478,2.556,0.56,0.874,,PZ10tRNA,Riboswitch
bujnicki,6,4.51,2.535,0.553,0.874,,PZ10tRNA,Riboswitch
bujnicki,7,4.487,2.505,0.545,0.874,,PZ10tRNA,Riboswitch
bujnicki,8,4.494,2.562,0.553,0.874,,PZ10tRNA,Riboswitch
bujnicki,9,4.439,2.511,0.546,0.882,,PZ10tRNA,Riboswitch
chen,1,4.332,3.493,0.482,0.766,,PZ10tRNA,Riboswitch
das,1,4.339,3.01,0.483,0.851,,PZ10tRNA,Riboswitch
das,2,4.368,3.124,0.499,0.859,,PZ10tRNA,Riboswitch
das,3,4.41,3.029,0.5,0.851,,PZ10tRNA,Riboswitch
das,4,4.326,3.36,0.5,0.859,,PZ10tRNA,Riboswitch
das,5,4.334,3.018,0.508,0.859,,PZ10tRNA,Riboswitch
dokholyan,10,4.384,5.526,0.321,0.701,,PZ10tRNA,Riboswitch
dokholyan,1,4.275,5.326,0.341,0.742,0.078,PZ10tRNA,Riboswitch
dokholyan,2,4.389,7.115,0.287,0.701,,PZ10tRNA,Riboswitch
dokholyan,3,4.445,5.058,0.3,0.773,0.069,PZ10tRNA,Riboswitch
dokholyan,4,4.604,5.371,0.323,0.733,,PZ10tRNA,Riboswitch
dokholyan,5,4.445,4.757,0.357,0.668,,PZ10tRNA,Riboswitch
dokholyan,6,4.468,4.484,0.373,0.704,,PZ10tRNA,Riboswitch
dokholyan,7,4.187,5.322,0.314,0.709,0.063,PZ10tRNA,Riboswitch
dokholyan,8,4.458,5.82,0.327,0.73,,PZ10tRNA,Riboswitch
dokholyan,9,4.548,4.721,0.378,0.688,,PZ10tRNA,Riboswitch
nmr,1,78.914,7.702,0.294,0.818,0.696,PZ11,Regulatory element
adamiak,10,48.061,7.407,0.313,0.703,0.533,PZ11,Regulatory element
adamiak,1,54.18,6.992,0.299,0.748,0.538,PZ11,Regulatory element
adamiak,2,41.189,9.049,0.295,0.713,0.501,PZ11,Regulatory element
adamiak,3,53.473,7.409,0.439,0.705,0.543,PZ11,Regulatory element
adamiak,4,29.618,11.177,0.282,0.71,0.532,PZ11,Regulatory element
adamiak,5,55.147,6.381,0.34,0.816,0.568,PZ11,Regulatory element
adamiak,6,58.997,7.333,0.336,0.742,0.552,PZ11,Regulatory element
adamiak,7,69.689,5.724,0.314,0.815,0.578,PZ11,Regulatory element
adamiak,8,39.039,10.392,0.28,0.723,0.534,PZ11,Regulatory element
adamiak,9,41.324,8.645,0.259,0.771,0.505,PZ11,Regulatory element
bujnicki,10,45.496,7.546,0.303,0.662,0.55,PZ11,Regulatory element
bujnicki,1,79.894,5.983,0.451,0.792,0.64,PZ11,Regulatory element
bujnicki,2,41.101,15.356,0.205,0.673,0.554,PZ11,Regulatory element
bujnicki,3,58.895,5.582,0.326,0.812,0.64,PZ11,Regulatory element
bujnicki,4,56.269,5.843,0.349,0.767,0.604,PZ11,Regulatory element
bujnicki,5,50.586,7.574,0.311,0.723,0.564,PZ11,Regulatory element
bujnicki,6,52.121,9.042,0.335,0.734,0.534,PZ11,Regulatory element
bujnicki,7,48.781,9.212,0.296,0.696,0.557,PZ11,Regulatory element
bujnicki,8,50.286,7.142,0.399,0.686,0.586,PZ11,Regulatory element
bujnicki,9,88.984,7.385,0.323,0.783,0.616,PZ11,Regulatory element
chen,10,72.829,9.467,0.342,0.809,0.607,PZ11,Regulatory element
chen,1,90.593,6.026,0.32,0.821,0.661,PZ11,Regulatory element
chen,2,49.488,5.193,0.314,0.834,0.643,PZ11,Regulatory element
chen,3,100.0,7.05,0.319,0.818,0.62,PZ11,Regulatory element
chen,4,68.144,5.255,0.343,0.83,0.635,PZ11,Regulatory element
chen,5,63.793,4.989,0.339,0.853,0.647,PZ11,Regulatory element
chen,6,80.965,8.355,0.318,0.794,0.574,PZ11,Regulatory element
chen,7,71.615,9.305,0.329,0.8,0.601,PZ11,Regulatory element
chen,8,56.154,8.415,0.332,0.833,0.598,PZ11,Regulatory element
chen,9,71.436,7.955,0.369,0.806,0.586,PZ11,Regulatory element
das,10,52.544,6.825,0.297,0.858,0.589,PZ11,Regulatory element
das,1,84.66,8.526,0.312,0.794,0.557,PZ11,Regulatory element
das,2,70.875,8.351,0.353,0.812,0.517,PZ11,Regulatory element
das,3,70.912,8.901,0.316,0.816,0.583,PZ11,Regulatory element
das,4,87.256,8.475,0.253,0.862,0.582,PZ11,Regulatory element
das,5,77.014,8.277,0.315,0.712,0.528,PZ11,Regulatory element
das,6,64.716,8.818,0.307,0.743,0.566,PZ11,Regulatory element
das,7,71.396,7.969,0.325,0.77,0.564,PZ11,Regulatory element
das,8,58.104,10.423,0.244,0.813,0.557,PZ11,Regulatory element
das,9,46.902,16.028,0.266,0.748,0.578,PZ11,Regulatory element
ding,10,43.856,6.878,0.273,0.733,0.528,PZ11,Regulatory element
ding,1,70.006,8.417,0.272,0.723,0.581,PZ11,Regulatory element
ding,2,45.252,11.439,0.288,0.778,0.61,PZ11,Regulatory element
ding,3,41.206,6.996,0.318,0.751,0.535,PZ11,Regulatory element
ding,4,60.927,7.838,0.346,0.77,0.597,PZ11,Regulatory element
ding,5,60.913,6.348,0.339,0.69,0.501,PZ11,Regulatory element
ding,6,54.748,10.538,0.279,0.792,0.585,PZ11,Regulatory element
ding,7,59.071,8.542,0.353,0.772,0.589,PZ11,Regulatory element
ding,8,51.07,7.21,0.319,0.789,0.497,PZ11,Regulatory element
ding,9,62.053,6.748,0.367,0.73,0.588,PZ11,Regulatory element
xiao,1,46.273,10.686,0.32,0.716,0.574,PZ11,Regulatory element
xiao,2,48.734,8.825,0.358,0.748,0.575,PZ11,Regulatory element
xiao,3,46.946,10.327,0.338,0.736,0.588,PZ11,Regulatory element
bujnicki,10,46.973,9.089,0.29,0.654,0.572,PZ11NMR,Regulatory element
bujnicki,1,58.804,7.473,0.28,0.795,0.655,PZ11NMR,Regulatory element
bujnicki,2,40.527,14.596,0.227,0.695,0.543,PZ11NMR,Regulatory element
bujnicki,3,56.884,5.677,0.335,0.779,0.614,PZ11NMR,Regulatory element
bujnicki,4,56.33,5.636,0.364,0.737,0.574,PZ11NMR,Regulatory element
bujnicki,5,46.388,11.622,0.272,0.723,0.571,PZ11NMR,Regulatory element
bujnicki,6,44.813,14.046,0.254,0.717,0.526,PZ11NMR,Regulatory element
bujnicki,7,47.612,11.009,0.263,0.708,0.57,PZ11NMR,Regulatory element
bujnicki,8,45.8,10.697,0.276,0.697,0.591,PZ11NMR,Regulatory element
bujnicki,9,69.432,6.521,0.281,0.8,0.624,PZ11NMR,Regulatory element
chen,10,63.259,6.314,0.407,0.821,0.642,PZ11NMR,Regulatory element
chen,1,62.539,6.489,0.362,0.803,0.609,PZ11NMR,Regulatory element
chen,2,54.389,6.375,0.337,0.81,0.597,PZ11NMR,Regulatory element
chen,3,60.112,6.824,0.379,0.797,0.577,PZ11NMR,Regulatory element
chen,4,55.66,7.872,0.346,0.831,0.593,PZ11NMR,Regulatory element
chen,5,65.565,6.562,0.329,0.803,0.613,PZ11NMR,Regulatory element
chen,6,66.224,5.344,0.37,0.821,0.613,PZ11NMR,Regulatory element
chen,7,54.89,8.236,0.324,0.818,0.599,PZ11NMR,Regulatory element
chen,8,56.965,5.332,0.305,0.831,0.631,PZ11NMR,Regulatory element
chen,9,60.778,6.458,0.338,0.824,0.607,PZ11NMR,Regulatory element
das,10,91.769,5.254,0.291,0.817,0.616,PZ11NMR,Regulatory element
das,1,61.241,7.305,0.324,0.811,0.575,PZ11NMR,Regulatory element
das,2,62.972,6.601,0.338,0.831,0.543,PZ11NMR,Regulatory element
das,3,56.516,7.63,0.324,0.85,0.604,PZ11NMR,Regulatory element
das,4,58.99,6.78,0.361,0.834,0.595,PZ11NMR,Regulatory element
das,5,68.059,5.465,0.4,0.755,0.554,PZ11NMR,Regulatory element
das,6,53.01,10.008,0.333,0.804,0.571,PZ11NMR,Regulatory element
das,7,58.875,7.146,0.319,0.754,0.576,PZ11NMR,Regulatory element
das,8,52.845,6.927,0.281,0.824,0.588,PZ11NMR,Regulatory element
das,9,38.167,14.568,0.288,0.697,0.604,PZ11NMR,Regulatory element
ding,10,48.579,10.211,0.236,0.716,0.535,PZ11NMR,Regulatory element
ding,1,53.5,7.211,0.305,0.739,0.588,PZ11NMR,Regulatory element
ding,2,45.976,13.68,0.288,0.804,0.617,PZ11NMR,Regulatory element
ding,3,48.545,8.818,0.295,0.755,0.546,PZ11NMR,Regulatory element
ding,4,53.365,9.779,0.277,0.777,0.598,PZ11NMR,Regulatory element
ding,5,56.992,8.06,0.294,0.709,0.501,PZ11NMR,Regulatory element
ding,6,53.656,9.314,0.286,0.786,0.575,PZ11NMR,Regulatory element
ding,7,55.687,7.645,0.329,0.798,0.596,PZ11NMR,Regulatory element
ding,8,62.512,6.546,0.327,0.758,0.511,PZ11NMR,Regulatory element
ding,9,49.539,10.686,0.294,0.717,0.57,PZ11NMR,Regulatory element
adamiak,10,41.815,11.804,0.264,0.708,0.551,PZ11NMR,Regulatory element
adamiak,1,45.976,11.432,0.292,0.724,0.565,PZ11NMR,Regulatory element
adamiak,2,33.195,12.344,0.219,0.737,0.527,PZ11NMR,Regulatory element
adamiak,3,45.198,11.992,0.326,0.695,0.576,PZ11NMR,Regulatory element
adamiak,4,36.643,9.696,0.241,0.733,0.564,PZ11NMR,Regulatory element
adamiak,5,87.006,5.156,0.371,0.825,0.585,PZ11NMR,Regulatory element
adamiak,6,47.615,8.035,0.267,0.735,0.563,PZ11NMR,Regulatory element
adamiak,7,56.191,5.971,0.3,0.786,0.576,PZ11NMR,Regulatory element
adamiak,8,42.23,13.417,0.266,0.783,0.553,PZ11NMR,Regulatory element
adamiak,9,44.191,10.664,0.272,0.8,0.547,PZ11NMR,Regulatory element
